"","x"
"1",1
"2",2
"3",1
"4",1
"5",1
"6",2
"7",2
"8",2
"9",1
"10",2
"11",1
"12",1
"13",2
"14",2
"15",2
"16",2
"17",2
"18",1
"19",2
"20",2
"21",2
"22",2
"23",2
"24",2
"25",1
"26",1
"27",1
"28",2
"29",2
"30",1
"31",2
"32",2
"33",1
"34",1
"35",2
"36",1
"37",1
"38",1
"39",2
"40",2
"41",1
"42",1
"43",1
"44",1
"45",2
"46",2
"47",1
"48",1
"49",2
"50",2
"51",1
"52",2
"53",1
"54",1
"55",1
"56",2
"57",2
"58",1
"59",2
"60",2
"61",2
"62",2
"63",1
"64",1
"65",2
"66",2
"67",1
"68",2
"69",1
"70",1
"71",1
"72",2
"73",2
"74",1
"75",1
"76",1
"77",2
"78",2
"79",1
"80",1
"81",2
"82",2
"83",2
"84",2
"85",2
"86",2
"87",1
"88",1
"89",1
"90",1
"91",1
"92",1
"93",2
"94",2
"95",1
"96",1
"97",2
"98",2
"99",2
"100",2
"101",1
"102",2
"103",2
"104",2
"105",1
"106",1
"107",2
"108",1
"109",1
"110",2
"111",1
"112",1
"113",2
"114",2
"115",1
"116",1
"117",1
"118",1
"119",1
"120",2
"121",2
"122",1
"123",2
"124",1
"125",1
"126",2
"127",2
"128",1
"129",2
"130",2
"131",1
"132",1
"133",2
"134",1
"135",2
"136",1
"137",2
"138",1
"139",2
"140",2
"141",1
"142",1
"143",1
"144",2
"145",2
"146",2
"147",2
"148",1
"149",1
"150",1
"151",2
"152",2
"153",1
"154",2
"155",1
"156",1
"157",2
"158",1
"159",2
"160",2
"161",1
"162",1
"163",2
"164",2
"165",2
"166",1
"167",1
"168",1
"169",1
"170",2
"171",2
"172",1
"173",2
"174",2
"175",2
"176",1
"177",1
"178",1
"179",2
"180",2
"181",1
"182",2
"183",2
"184",2
"185",1
"186",1
"187",1
"188",2
"189",1
"190",1
"191",1
"192",2
"193",1
"194",2
"195",2
"196",2
"197",1
"198",2
"199",1
"200",2
"201",1
"202",1
"203",2
"204",2
"205",2
"206",2
"207",1
"208",2
"209",2
"210",1
"211",1
"212",2
"213",2
"214",2
"215",1
"216",1
"217",1
"218",2
"219",1
"220",1
"221",2
"222",2
"223",1
"224",2
"225",2
"226",1
"227",1
"228",2
"229",2
"230",2
"231",2
"232",2
"233",1
"234",1
"235",2
"236",2
"237",2
"238",2
"239",2
"240",2
"241",1
"242",2
"243",2
"244",2
"245",1
"246",2
"247",2
"248",2
"249",2
"250",1
"251",1
"252",2
"253",2
"254",1
"255",2
"256",2
"257",1
"258",1
"259",1
"260",2
"261",1
"262",1
"263",2
"264",2
"265",2
"266",2
"267",1
"268",1
"269",1
"270",2
"271",2
"272",2
"273",2
"274",1
"275",2
"276",1
"277",2
"278",1
"279",2
"280",2
"281",2
"282",2
"283",2
"284",1
"285",1
"286",2
"287",2
"288",1
"289",2
"290",2
"291",2
"292",2
"293",1
"294",1
"295",1
"296",2
"297",2
"298",1
"299",2
"300",2
"301",2
"302",2
"303",2
"304",2
"305",1
"306",1
"307",2
"308",1
"309",1
"310",1
"311",1
"312",2
"313",2
"314",1
"315",2
"316",2
"317",1
"318",1
"319",1
"320",2
"321",2
"322",2
"323",1
"324",2
"325",1
"326",1
"327",2
"328",1
"329",2
"330",2
"331",1
"332",1
"333",2
"334",2
"335",1
"336",2
"337",1
"338",1
"339",1
"340",2
"341",2
"342",2
"343",1
"344",2
"345",2
"346",1
"347",2
"348",2
"349",1
"350",1
"351",1
"352",1
"353",2
"354",2
"355",1
"356",1
"357",1
"358",1
"359",2
"360",1
"361",1
"362",1
"363",1
"364",2
"365",1
"366",1
"367",2
"368",1
"369",2
"370",2
"371",1
"372",1
"373",1
"374",1
"375",2
"376",1
"377",1
"378",2
"379",1
"380",1
"381",1
"382",2
"383",1
"384",2
"385",1
"386",1
"387",1
"388",2
"389",2
"390",1
"391",2
"392",2
"393",2
"394",2
"395",2
"396",1
"397",2
"398",2
"399",2
"400",1
"401",2
"402",1
"403",1
"404",2
"405",2
"406",2
"407",1
"408",1
"409",2
"410",2
"411",1
"412",2
"413",2
"414",2
"415",1
"416",2
"417",1
"418",1
"419",1
"420",2
"421",1
"422",1
"423",1
"424",2
"425",1
"426",1
"427",1
"428",1
"429",2
"430",2
"431",1
"432",2
"433",2
"434",1
"435",1
"436",1
"437",1
"438",2
"439",2
"440",1
"441",1
"442",1
"443",2
"444",1
"445",1
"446",2
"447",1
"448",2
"449",2
"450",2
"451",1
"452",1
