"","x"
"1",2
"2",1
"3",2
"4",2
"5",1
"6",1
"7",2
"8",1
"9",2
"10",2
"11",2
"12",1
"13",2
"14",2
"15",1
"16",1
"17",2
"18",2
"19",2
"20",2
"21",2
"22",1
"23",2
"24",2
"25",2
"26",2
"27",1
"28",1
"29",2
"30",2
"31",2
"32",1
"33",1
"34",1
"35",2
"36",2
"37",2
"38",2
"39",2
"40",2
"41",1
"42",1
"43",1
"44",1
"45",2
"46",2
"47",1
"48",1
"49",2
"50",2
"51",2
"52",1
"53",1
"54",2
"55",1
"56",2
"57",1
"58",2
"59",1
"60",2
"61",2
"62",2
"63",2
"64",1
"65",2
"66",2
"67",2
"68",1
"69",1
"70",2
"71",2
"72",1
"73",2
"74",2
"75",1
"76",1
"77",1
"78",2
"79",1
"80",1
"81",1
"82",1
"83",1
"84",2
"85",2
"86",1
"87",2
"88",2
"89",2
"90",1
"91",2
"92",2
"93",1
"94",2
"95",2
"96",1
"97",1
"98",1
"99",1
"100",2
"101",2
"102",2
"103",2
"104",1
"105",1
"106",2
"107",1
"108",1
"109",1
"110",1
"111",1
"112",1
"113",2
"114",1
"115",1
"116",2
"117",1
"118",2
"119",1
"120",2
"121",1
"122",2
"123",2
"124",2
"125",2
"126",1
"127",2
"128",2
"129",2
"130",2
"131",2
"132",1
"133",2
"134",2
"135",2
"136",2
"137",1
"138",2
"139",2
"140",1
"141",1
"142",2
"143",2
"144",2
"145",2
"146",1
"147",1
"148",2
"149",1
"150",2
"151",2
"152",1
"153",1
"154",1
"155",1
"156",2
"157",1
"158",1
"159",2
"160",2
"161",2
"162",2
"163",1
"164",1
"165",2
"166",1
"167",1
"168",2
"169",1
"170",1
"171",1
"172",1
"173",2
"174",1
"175",1
"176",2
"177",1
"178",2
"179",2
"180",2
"181",1
"182",1
"183",1
"184",2
"185",1
"186",1
"187",1
"188",2
"189",1
"190",1
"191",2
"192",1
"193",2
"194",1
"195",2
"196",2
"197",2
"198",1
"199",2
"200",1
"201",1
"202",2
"203",1
"204",1
"205",1
"206",2
"207",1
"208",1
"209",1
"210",1
"211",1
"212",1
"213",2
"214",1
"215",2
"216",2
"217",1
"218",2
"219",1
"220",1
"221",2
"222",1
"223",2
"224",2
"225",2
"226",1
"227",2
"228",1
"229",2
"230",1
"231",1
"232",2
"233",1
"234",2
"235",2
"236",1
"237",2
"238",2
"239",2
"240",2
"241",1
"242",2
"243",1
"244",2
"245",2
"246",1
"247",1
"248",2
"249",2
"250",2
"251",1
"252",2
"253",2
"254",1
"255",1
"256",2
"257",2
"258",1
"259",2
"260",2
"261",1
"262",2
"263",2
"264",2
"265",2
"266",1
"267",1
"268",1
"269",2
"270",2
"271",2
"272",1
"273",2
"274",1
"275",2
"276",2
"277",2
"278",2
"279",2
"280",2
"281",1
"282",2
"283",2
"284",2
"285",2
"286",1
"287",1
"288",1
"289",2
"290",2
"291",1
"292",2
"293",1
"294",2
"295",1
"296",1
"297",2
"298",2
"299",2
"300",2
"301",1
"302",1
"303",1
"304",2
"305",1
"306",2
"307",2
"308",1
"309",2
"310",2
"311",1
"312",2
"313",2
"314",2
"315",1
"316",2
"317",2
"318",1
"319",1
"320",2
"321",1
"322",2
"323",1
"324",1
"325",2
"326",2
"327",2
"328",1
"329",2
"330",1
"331",1
"332",2
"333",1
"334",2
"335",2
"336",1
"337",1
"338",2
"339",1
"340",1
"341",1
"342",1
"343",2
"344",1
"345",1
"346",2
"347",2
"348",2
"349",2
"350",1
"351",2
"352",1
"353",1
"354",2
"355",2
"356",1
"357",1
"358",1
"359",2
"360",2
"361",2
"362",2
"363",2
"364",1
"365",2
"366",2
"367",2
"368",2
"369",1
"370",2
"371",2
"372",2
"373",2
"374",1
"375",2
"376",1
"377",1
"378",2
"379",2
"380",1
"381",1
"382",1
"383",2
"384",1
"385",1
"386",1
"387",2
"388",2
"389",2
"390",1
"391",2
"392",1
"393",1
"394",1
"395",2
"396",1
"397",2
"398",2
"399",2
"400",1
"401",2
"402",1
"403",1
"404",2
"405",1
"406",1
"407",1
"408",1
"409",2
"410",1
"411",1
"412",1
"413",1
"414",1
"415",1
"416",2
"417",1
"418",2
"419",2
"420",1
"421",1
"422",1
"423",2
"424",2
"425",1
"426",2
"427",1
"428",1
"429",1
"430",1
"431",1
"432",2
"433",2
"434",1
"435",2
"436",1
"437",1
"438",2
"439",2
"440",1
"441",2
"442",2
"443",2
"444",1
"445",1
"446",2
"447",1
"448",2
"449",2
"450",2
"451",2
"452",2
"453",2
"454",1
"455",2
"456",2
"457",2
"458",2
"459",2
"460",2
"461",2
"462",1
"463",1
"464",1
"465",2
"466",1
"467",1
"468",1
"469",1
"470",2
"471",2
"472",1
"473",2
"474",2
"475",1
"476",2
"477",1
"478",1
"479",1
"480",2
"481",2
"482",2
"483",1
"484",2
"485",2
"486",2
"487",2
"488",1
"489",1
"490",2
"491",2
"492",1
"493",1
"494",1
"495",1
"496",2
"497",1
"498",1
"499",1
"500",2
"501",2
"502",1
"503",1
"504",1
"505",1
"506",1
"507",1
"508",2
"509",1
"510",2
"511",2
"512",2
"513",2
"514",1
"515",2
"516",1
"517",2
"518",2
"519",2
"520",2
"521",2
"522",2
"523",1
"524",1
"525",2
"526",1
"527",2
"528",1
"529",1
"530",2
"531",1
"532",1
"533",2
"534",2
"535",1
"536",2
"537",2
"538",1
"539",2
"540",2
"541",1
"542",2
"543",1
"544",1
"545",1
"546",1
"547",2
"548",1
"549",2
"550",2
"551",1
"552",1
"553",2
"554",2
"555",2
"556",1
"557",1
"558",2
"559",1
"560",1
"561",1
"562",2
"563",2
"564",1
"565",2
"566",2
"567",2
"568",1
"569",2
"570",2
"571",2
"572",2
"573",2
"574",2
"575",1
"576",2
"577",2
"578",2
"579",1
"580",2
"581",1
"582",1
"583",1
"584",2
"585",2
"586",2
"587",1
"588",1
"589",1
"590",2
"591",1
"592",2
"593",2
"594",1
"595",1
"596",1
"597",2
"598",1
"599",1
"600",2
"601",1
"602",1
"603",1
"604",2
"605",2
"606",1
"607",1
"608",2
"609",1
"610",1
"611",2
"612",1
"613",1
"614",1
"615",1
"616",1
"617",2
"618",2
"619",1
"620",1
"621",2
"622",2
"623",1
"624",2
"625",1
"626",2
"627",1
"628",1
"629",2
"630",2
"631",1
"632",2
"633",1
"634",1
"635",1
"636",2
"637",2
"638",2
"639",2
"640",1
"641",1
"642",1
"643",2
"644",1
"645",2
"646",1
"647",1
"648",2
"649",2
"650",2
"651",1
"652",1
"653",1
"654",2
"655",1
"656",1
"657",1
"658",1
"659",2
"660",2
"661",1
"662",1
"663",2
"664",1
"665",2
"666",2
"667",1
"668",1
"669",1
"670",1
"671",2
"672",2
"673",1
"674",2
"675",2
"676",1
"677",1
"678",2
"679",1
"680",2
"681",2
"682",2
"683",2
"684",2
"685",1
"686",1
"687",1
"688",2
"689",2
"690",1
"691",2
"692",2
"693",2
"694",2
"695",1
"696",2
"697",2
"698",1
"699",2
"700",1
"701",1
"702",1
"703",1
"704",2
"705",2
"706",2
"707",2
"708",1
"709",1
"710",2
"711",2
"712",1
"713",1
"714",1
"715",1
"716",2
"717",2
"718",2
"719",1
"720",1
"721",1
"722",2
"723",2
"724",1
"725",2
"726",1
"727",2
"728",2
"729",2
"730",2
"731",2
"732",1
"733",2
"734",1
"735",1
"736",1
"737",1
"738",1
"739",1
"740",1
"741",2
"742",1
"743",2
"744",1
"745",2
"746",1
"747",2
"748",2
"749",1
"750",2
"751",1
"752",1
"753",1
"754",2
"755",2
"756",2
"757",2
"758",1
"759",2
"760",2
"761",1
"762",1
"763",2
"764",1
"765",1
"766",2
"767",2
"768",1
"769",1
"770",2
"771",1
"772",1
"773",1
"774",1
"775",2
"776",1
"777",1
"778",1
"779",2
"780",1
"781",2
"782",1
"783",2
"784",2
"785",1
"786",2
"787",2
"788",1
"789",1
"790",1
"791",1
"792",2
"793",2
"794",2
"795",2
"796",1
"797",2
"798",1
"799",1
"800",1
"801",1
"802",1
"803",1
"804",2
"805",2
"806",2
"807",2
"808",2
"809",1
"810",2
"811",2
"812",2
"813",1
"814",1
"815",2
"816",1
"817",1
"818",1
"819",1
"820",2
"821",1
"822",1
"823",1
"824",1
"825",2
"826",2
"827",1
"828",1
"829",2
"830",2
"831",2
"832",2
"833",2
"834",2
"835",2
"836",1
"837",2
"838",1
"839",1
"840",1
"841",1
"842",1
"843",1
"844",1
"845",1
"846",1
"847",2
"848",2
"849",1
"850",2
"851",1
"852",1
"853",1
"854",1
"855",2
"856",2
"857",2
"858",2
"859",1
"860",1
"861",2
"862",1
"863",2
"864",2
"865",2
"866",2
"867",2
"868",1
"869",1
"870",1
"871",2
"872",2
"873",2
"874",1
"875",2
"876",1
"877",2
"878",2
"879",2
"880",1
"881",2
"882",2
