"","V1","V2"
"1",0.761615284621841,1.48147637389926
"2",-0.61915470368973,0.104732067834884
"3",0.989642515547156,0.142310549345176
"4",-1.48531472692421,-0.893974501586129
"5",0.00576771293611414,0.348551049792418
"6",0.497329181761004,-0.0589606706247167
"7",-0.498195263889447,-0.0690926583040777
"8",-1.70684927861673,-1.09008970158058
"9",1.58678009131094,-1.44392860911037
"10",-0.395289606895544,-0.199186440543101
"11",0.651368581715034,0.101479918261608
"12",0.0114414225289576,-0.875943841218983
"13",0.233360462613062,1.21336315894984
"14",-0.0129441787849913,-0.290329053201315
"15",-0.284148213625212,-1.52628879580691
"16",0.481007065178528,1.60777992208433
"17",-0.175734828106287,-0.102792156132781
"18",-0.401353081720158,0.247311757606576
"19",-0.205446949234274,0.408526902293874
"20",1.42678202106664,0.976591221589839
"21",1.14244536897121,0.479895494461779
"22",-1.50573216248838,-1.03931967532301
"23",1.30405817290094,1.51808694382763
"24",-0.0185677779030008,-0.15737422885854
"25",0.428789531663652,1.09354110806364
"26",0.793479070254715,0.0931216351084038
"27",0.798976660401565,1.20282274255378
"28",-0.252331889454394,-1.27477101819113
"29",1.92123076032647,-0.118401612622613
"30",-1.19315592436061,-0.274291755503347
"31",0.941601045994071,-0.367638558988997
"32",0.663276389809614,1.40057663914654
"33",-0.204737144349246,0.341909336524206
"34",3.35790136759154,1.1401394372706
"35",-0.00965441255986223,0.203494224401271
"36",-0.989843555019742,-1.44217626057699
"37",0.808991320625781,-1.06540367471143
"38",2.0173425345132,0.911409958464209
"39",0.714222512990733,1.40680961039817
"40",0.437959261399984,-0.584004478624614
"41",1.77453901680562,0.825047891942809
"42",0.955914289050665,0.620508505887159
"43",0.742883205572824,0.202082674521199
"44",-0.853920654962713,-0.0727883367348334
"45",-1.50270439948219,-1.40714499655383
"46",0.668214461626454,-0.137540112400126
"47",-1.34491953845725,-1.21894948053317
"48",-0.903046995964996,-1.29812792988417
"49",0.738081626106295,1.39673214021494
"50",0.136088142715216,-0.0147889978344031
"51",-1.46706029639401,-1.07569394288768
"52",1.49206642379125,1.31191557155471
"53",-0.0378276599700236,0.674817878997982
"54",-1.76998375623565,-0.707981818931124
"55",1.43982487719035,1.13402576407458
"56",-0.983729644561353,-0.700278383287411
"57",-1.06476341000042,-0.212645160442751
"58",0.610520580218785,0.179390940615413
"59",-0.447536454401566,-0.567497351932596
"60",2.39598960811197,1.40983205467717
"61",0.616933592440926,1.19613239108146
"62",0.197672727716814,-1.30407587917845
"63",1.30373755303136,1.41662392181582
"64",-0.698060645027971,-1.1013126660205
"65",0.863275723255063,1.39346028012311
"66",0.2187252351568,0.868664546506827
"67",-0.489473467169144,1.49619109578809
"68",-1.54442192291725,-0.755495854185052
"69",-0.909298527321479,-0.22715683659339
"70",-0.845311244851159,-0.70165298495363
"71",0.160795828885696,0.330385793452512
"72",0.883770046656011,-0.137214487734179
"73",1.06305044073104,1.25677771045611
"74",-0.397310938285268,-0.17575022015629
"75",-1.13711193704608,-0.89484689443818
"76",1.02793261824422,2.94175597761503
"77",-0.0141044089221171,0.548192366189292
"78",-0.611835908838229,-0.949487942974992
"79",-0.369506062688758,-0.479299177052099
"80",-1.25581236585979,-0.949510283499624
"81",-1.00128859522583,0.772799338317109
"82",-0.554207995461003,-1.55572489110941
"83",0.377703537939067,0.127764112227765
"84",-0.325089075925454,0.8030541035981
"85",-1.24831760223293,-0.525325581504541
"86",-1.54800866211288,0.518447568774926
"87",-0.35751718764399,-0.138813366526006
"88",1.20088760746973,0.210835578921341
"89",-1.13130098871801,-0.126294374078526
"90",-1.30895441072926,0.437166016840859
"91",1.48784693926221,-0.553505928365128
"92",1.10523521124192,-0.47611196431605
"93",0.549884011543089,0.0685628593264969
"94",0.762439110090497,0.203251078440003
"95",1.11070811782716,1.0063046757108
"96",-0.623637855020004,-0.970437175858629
"97",-0.288215222733205,0.353434269602371
"98",0.00828059947026668,-0.793174315286208
"99",0.0292479761925375,-0.84622405237399
